canonical_smiles,molecule_chembl_id,standard_units,standard_value,units,value
Cc1[nH]nc(N)c1-c1nc2ccc(CN3CCN(C)CC3)cc2s1,CHEMBL3685720,nM,5000.0,uM,5.0
Cc1[nH]nc(N)c1-c1nc2ccc(S(=O)(=O)N3CCN(C)CC3)cc2s1,CHEMBL3685721,nM,4900.0,uM,4.9
CC(=O)Nc1ccc2nc(-c3c(N)n[nH]c3C)sc2c1,CHEMBL3685722,nM,400.0,uM,0.4
CC(=O)NCCNc1[nH]nc(N)c1-c1nc2ccccc2s1,CHEMBL3685723,nM,1100.0,uM,1.1
Nc1[nH]nc(-c2ccc(NO)cc2)c1-c1nc2ccccc2s1,CHEMBL3685724,nM,1600.0,uM,1.6
CC(=O)NCCNS(=O)(=O)c1ccc2nc(-c3c(N)n[nH]c3C)sc2c1,CHEMBL3685725,nM,700.0,uM,0.7
COc1cc2sc(-c3c(N)n[nH]c3NCCNC(C)=O)nc2cc1F,CHEMBL3685726,nM,1800.0,uM,1.8
NCCNc1[nH]nc(N)c1-c1nc2ccccc2s1,CHEMBL3685727,nM,20.0,uM,0.02
COc1cc2sc(-c3c(N)n[nH]c3NCCN(C)C)nc2cc1F,CHEMBL3685728,nM,300.0,uM,0.3
COc1cc2sc(-c3c(N)n[nH]c3NCCCN(C)C)nc2cc1F,CHEMBL3685729,nM,200.0,uM,0.2
Nc1ccc(Nc2[nH]nc(N)c2-c2nc3ccccc3s2)cc1,CHEMBL3685730,nM,5000.0,uM,5.0
c1ccc2sc(-c3cn[nH]c3NCCc3cnc[nH]3)nc2c1,CHEMBL3680986,nM,200.0,uM,0.2
NCc1[nH]ncc1-c1nc2ccccc2s1,CHEMBL3730229,nM,1700.0,uM,1.7
Cc1[nH]nc(N)c1-c1nc2cc(F)c(CO)cc2s1,CHEMBL3680988,nM,100.0,uM,0.1
Cc1[nH]nc(N)c1-c1nc2cc(CO)ccc2s1,CHEMBL3680989,nM,3700.0,uM,3.7
Cc1[nH]nc(N)c1-c1nc2ccc(CO)cc2s1,CHEMBL3680990,nM,900.0,uM,0.9
c1ccc2sc(-c3cn[nH]c3)nc2c1,CHEMBL3680991,nM,1600.0,uM,1.6
NS(=O)(=O)c1ccc2nc(-c3cn[nH]c3)sc2c1,CHEMBL3680992,nM,500.0,uM,0.5
Nc1[nH]ncc1-c1nc2cc(F)c(S(N)(=O)=O)cc2s1,CHEMBL3639798,nM,20.0,uM,0.02
Cc1[nH]nc(N)c1-c1nc2c(F)c(F)c(F)c(S(N)(=O)=O)c2s1,CHEMBL3680993,nM,70.0,uM,0.07
COC(=O)c1cc2sc(-c3c(N)n[nH]c3C)nc2cc1F,CHEMBL3680994,nM,60.0,uM,0.06
CNS(=O)(=O)c1cc2sc(-c3c(N)n[nH]c3C)nc2cc1F,CHEMBL3680995,nM,40.0,uM,0.04
Cc1[nH]nc(N)c1-c1nc2ccc(C(=O)O)cc2s1,CHEMBL3680996,nM,1100.0,uM,1.1
COC(=O)c1ccc2nc(-c3c(N)n[nH]c3C)sc2c1,CHEMBL3680997,nM,300.0,uM,0.3
COc1ccc(-c2n[nH]c(N)c2-c2nc3cc(F)c(OC)cc3s2)cc1,CHEMBL3685650,nM,2000.0,uM,2.0
c1ccc2sc(-c3cn[nH]c3NCCc3cnc[nH]3)nc2c1,CHEMBL3680986,nM,200.0,nM,200.0
